"id","version","addedelements","removedelements","description"
219,"5.0.1","{}","{cmd/lefty/ws/x11/gpcanvas.c,cmd/lefty/dot2l/dottrie.c,cmd/lefty/lefty.c,cmd/lefty/ws/gtk/gscroll.c,cmd/lefty/ws/gtk/gpcanvas.c,cmd/lefty/ws/x11/libfilereq/SFDecls.h,cmd/lefty/leftyio.h,cmd/lefty/ws/mswin32/gcommon.c,cmd/lefty/ws/x11/gmenu.c,cmd/lefty/ws/gtk/gcanvas.c,cmd/lefty/ws/x11/gcommon.h,cmd/lefty/dot2l/dotlex.c,cmd/lefty/ws/x11/libfilereq/Path.c,cmd/lefty/mem.c,cmd/lefty/mem.h,cmd/lefty/ws/gtk/gmenu.c,cmd/lefty/gfxview.h,cmd/lefty/ws/gtk/gbutton.c,cmd/lefty/ws/mswin32/gcommon.h,cmd/lefty/ws/x11/gcommon.c,cmd/lefty/ws/x11/gquery.c,cmd/lefty/gfxview.c,cmd/lefty/ws/x11/libfilereq/SF.h,cmd/lefty/ws/x11/garray.c,cmd/dotty/mswin32/dotty.c,cmd/lefty/ws/mswin32/gquery.c,cmd/lefty/ws/none/gmenu.c,cmd/lefty/ws/mswin32/gtext.c,cmd/lefty/ws/gtk/gview.c,cmd/lefty/code.c,cmd/lefty/dot2l/triefa.h,cmd/lefty/ws/none/gcommon.c,cmd/lefty/ws/none/gcommon.h,cmd/lefty/ws/x11/libfilereq/Dir.c,cmd/lefty/dot2l/triefa.c,cmd/lefty/ws/x11/glabel.c,cmd/lefty/os/mswin32/io.c,cmd/lefty/ws/mswin32/gview.c,cmd/lefty/code.h,cmd/lefty/ws/gtk/glabel.c,cmd/lefty/ws/mswin32/gpcanvas.c,cmd/lefty/aix_mods/tbl.c,cmd/lefty/ws/mswin32/resource.h,cmd/lefty/ws/gtk/gtext.c,cmd/lefty/parse.h,cmd/lefty/ws/x11/gcanvas.c,cmd/lneato/mswin32/lneato.c,cmd/lefty/ws/mswin32/gcanvas.c,cmd/lefty/os/unix/io.c,cmd/lefty/parse.c,cmd/lefty/ws/x11/gview.c,cmd/lefty/ws/none/gbutton.c,cmd/lefty/aix_mods/exec.c,cmd/lefty/g.c,cmd/lefty/tbl.h,cmd/lefty/ws/gtk/garray.c,cmd/lefty/tbl.c,cmd/lefty/ws/x11/gtext.c,cmd/lefty/g.h,cmd/lefty/ws/mswin32/gmenu.c,cmd/lefty/ws/none/gtext.c,cmd/lefty/exec.h,cmd/lefty/ws/gtk/gcommon.h,cmd/lefty/exec.c,cmd/lefty/ws/none/gview.c,cmd/lefty/ws/gtk/gcommon.c,cmd/lefty/ws/x11/libfilereq/SFinternal.h,cmd/lefty/ws/mswin32/garray.c,cmd/lefty/ws/none/gcanvas.c,cmd/lefty/ws/none/garray.c,cmd/lefty/dot2l/dot2l.c,cmd/lefty/ws/gtk/gquery.c,cmd/lefty/dot2l/dot2l.h,cmd/lefty/common.h,cmd/lefty/aix_mods/common.h,cmd/lefty/common.c,cmd/lefty/ws/x11/libfilereq/xstat.h,cmd/lefty/ws/none/gquery.c,cmd/lefty/internal.c,cmd/lefty/txtview.c,cmd/lefty/ws/x11/libfilereq/SelFile.c,cmd/lefty/internal.h,cmd/lefty/txtview.h,cmd/lefty/ws/none/glabel.c,cmd/lefty/ws/none/gpcanvas.c,cmd/lefty/cs2l/cs2l.c,cmd/lefty/display.h,cmd/lefty/ws/mswin32/gbutton.c,cmd/lefty/cs2l/cs2l.h,cmd/lefty/ws/x11/gbutton.c,cmd/lefty/display.c,cmd/lefty/ws/none/gscroll.c,cmd/lefty/ws/x11/libfilereq/Draw.c,cmd/lefty/ws/x11/gscroll.c,cmd/lefty/str.c,cmd/lefty/ws/mswin32/gscroll.c,cmd/lefty/lex.h,cmd/lefty/str.h,cmd/lefty/lex.c,cmd/lefty/ws/mswin32/glabel.c}","Ported Issue from Mantis
Original ID: 2491 **Referenced attachment(s) only available in original Mantis DB**
Reported By: vampm

SEVERITY: BLOCK
Submitted: 2014-09-22 17:01:06

OS: LINUX / X11

OS BUILD: FEDORA 2.6.30.10

PLATFORM: I686

PROFILE ID: 7
## DESCRIPTION

I have need of a lefty interface that is not unlike the code described as Appendix B.1 ""Finite Automaton Simulator"" in the (admittedly aged) DOTTY users guide entitled ""Editing graphs with dotty"". But after coding the example (w/some
minor tweaks to fit my data) and running it, the graph is produced, as expected,
into an X11/Xlib/XAW3d window using a default visual of 24-bit TrueColor.

According to the lefty code, the first graph node SHOULD be ""filled"" in ""tan"" with BlackPixel foreground and WhitePixel background. Pressing the select-mouse-button should modify this display to its next state position having the 2nd node in ""tan"" and the first node now in ""lite-grey"". Pressing the middle-mouse button should reverse this state transition, back to the original picture.

Instead, NO VISUAL FEEDBACK occurs at all. The picture remains constant with all nodes displayed in black-outline on white, non-filled, with ZERO changes as mouse interactions occur.

However, changes ARE observed in the lefty text window making table changes and
accurately depicting the changes in color and fill-state for individual nodes.

I rebuilt lefty (I am a retired Bell Labs programmer) stripping the code down
to the bare minimum (X11/XAW3D support only) to eliminate things like CAIRO, pango, libpng, et. al. to limit the list of things to examine. However, attempts at debugging on my own with virtually ZERO internal guidance has not been fruitful. My built version behaves EXACTLY as the original.

Thus I am stuck. Either, the problem is outside of lefty - (KDE Desktop, Xorg Server); or perhaps it is fixed in a newer version - but I could find no information in changelogs and/or bug reports that even comes close to describing anything about lost/missing/misapplied graph attributes. As a vague test of the external mechanisms, I modified the example code to re-activate the menu item that writes the current graph into a DOT-file. Subsequent use of DOTTY on this file CORRECTLY displays the proper filled/colored nodes as they should have been when written from the incorrectly-displayed example state.

This leads me to believe the error is truly within lefty/dotty and that despite
making the graph/lefty changes to its datastructure, SOMETHING neglects to interpret those changes and push them far enough through the software layers to reach AND successfully modify the X11 primitives as it does when initially reading the DOT description.
## STEPS TO REPRODUCE

Extract the script file ""fa.lefty"" and the two data files ""nfaexp.dot"" and ""nfaexp.trans"" from the attached tar.gz and place them into a convenient current working directory.
Then invoke with the command ""lefty fa.lefty"" and observe the created X11 window.
"
2160,"4.0.0","{}","{cmd/tools/gvpack.c}","`plugin/ming/gvrender_ming.c` outputs Shockwave Flash files, using the `ming` library: http://www.libming.org/.

This format's pretty dead, with Adobe giving up support: https://www.adobe.com/au/products/flashplayer/end-of-life.html

And the output format isn't documented on https://graphviz.org/docs/outputs/.

I propose we remove this code; perhaps through a deprecation period (maybe flagging it off in a release? then removing it next release?)"
1242,"2.48.0","{cmd/gvmap/country_graph_coloring.h,cmd/smyrna/topviewdefs.h,lib/rbtree/misc.c,lib/sfdpgen/sfdpinternal.h,cmd/gvmap/power.h,cmd/dot/no_builtins.c,lib/neatogen/closest.h,lib/ast/strcopy.c,lib/edgepaint/lab_gamut.c,tclpkg/tcldot/no_builtins.c,lib/neatogen/pca.h,lib/ortho/partition.h,tclpkg/gv/gv_builtins.c,lib/fdpgen/comp.h}","{cmd/gvmap/country_graph_coloring.h,cmd/smyrna/topviewdefs.h,lib/rbtree/misc.c,lib/sfdpgen/sfdpinternal.h,cmd/gvmap/power.h,cmd/dot/no_builtins.c,lib/neatogen/closest.h,lib/ast/strcopy.c,lib/edgepaint/lab_gamut.c,tclpkg/tcldot/no_builtins.c,lib/neatogen/pca.h,lib/vpsc/remove_rectangle_overlap.cpp,lib/ortho/partition.h,tclpkg/gv/gv_builtins.c,lib/fdpgen/comp.h}","*Created by: AstralStorm*

Graphviz is aliasing system headers memory.h and malloc.h.

This causes build failures against libc different than glibc, for example with bionic.

Additionally quite a few source files include <memory.h> while they should be using the graphviz version."
1950,"5.0.0","{lib/cgraph/itos.h}","{lib/cgraph/itos.h}","I think we should start proactively looking at replacing the use of `sprintf` with `snprintf` in the code base. `sprintf` is a common source of memory safety issues and, while I don't think it's the root cause of any of our known ones, it will likely help us avoid some pain in the future."
1950,"4.0.0","{lib/cgraph/itos.h}","{lib/cgraph/sprint.h,lib/cgraph/sprint.c,lib/cgraph/itos.h,cmd/tools/gvpack.c,lib/cgraph/test_sprint.c}","I think we should start proactively looking at replacing the use of `sprintf` with `snprintf` in the code base. `sprintf` is a common source of memory safety issues and, while I don't think it's the root cause of any of our known ones, it will likely help us avoid some pain in the future."
1457,"7.0.4","{lib/edgepaint/lab_gamut.c,lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.c,lib/edgepaint/lab_gamut.h}","Hi all,

May I please suggest a build for Windows 10 x64?
I tried doing it myself, and it appears to be that many dependencies are missing.
For example: `\graphviz\windows\dependencies\libraries\x64\lib\xml2.lib`.

Thanks. Refael."
2153,"5.0.1","{}","{cmd/lefty/ws/x11/gpcanvas.c,cmd/lefty/dot2l/dottrie.c,cmd/lefty/lefty.c,cmd/lefty/ws/gtk/gscroll.c,cmd/lefty/ws/gtk/gpcanvas.c,cmd/lefty/ws/x11/libfilereq/SFDecls.h,cmd/lefty/leftyio.h,cmd/lefty/ws/mswin32/gcommon.c,cmd/lefty/ws/x11/gmenu.c,cmd/lefty/ws/gtk/gcanvas.c,cmd/lefty/ws/x11/gcommon.h,cmd/lefty/dot2l/dotlex.c,cmd/lefty/ws/x11/libfilereq/Path.c,cmd/lefty/mem.c,cmd/lefty/mem.h,cmd/lefty/ws/gtk/gmenu.c,cmd/lefty/gfxview.h,cmd/lefty/ws/gtk/gbutton.c,cmd/lefty/ws/mswin32/gcommon.h,cmd/lefty/ws/x11/gcommon.c,cmd/lefty/ws/x11/gquery.c,cmd/lefty/gfxview.c,cmd/lefty/ws/x11/libfilereq/SF.h,cmd/lefty/ws/x11/garray.c,cmd/dotty/mswin32/dotty.c,cmd/lefty/ws/mswin32/gquery.c,cmd/lefty/ws/none/gmenu.c,cmd/lefty/ws/mswin32/gtext.c,cmd/lefty/ws/gtk/gview.c,cmd/lefty/code.c,cmd/lefty/dot2l/triefa.h,cmd/lefty/ws/none/gcommon.c,cmd/lefty/ws/none/gcommon.h,cmd/lefty/ws/x11/libfilereq/Dir.c,cmd/lefty/dot2l/triefa.c,cmd/lefty/ws/x11/glabel.c,cmd/lefty/os/mswin32/io.c,cmd/lefty/ws/mswin32/gview.c,cmd/lefty/code.h,cmd/lefty/ws/gtk/glabel.c,cmd/lefty/ws/mswin32/gpcanvas.c,cmd/lefty/aix_mods/tbl.c,cmd/lefty/ws/mswin32/resource.h,cmd/lefty/ws/gtk/gtext.c,cmd/lefty/parse.h,cmd/lefty/ws/x11/gcanvas.c,cmd/lneato/mswin32/lneato.c,cmd/lefty/ws/mswin32/gcanvas.c,cmd/lefty/os/unix/io.c,cmd/lefty/parse.c,cmd/lefty/ws/x11/gview.c,cmd/lefty/ws/none/gbutton.c,cmd/lefty/aix_mods/exec.c,cmd/lefty/g.c,cmd/lefty/tbl.h,cmd/lefty/ws/gtk/garray.c,cmd/lefty/tbl.c,cmd/lefty/ws/x11/gtext.c,cmd/lefty/g.h,cmd/lefty/ws/mswin32/gmenu.c,cmd/lefty/ws/none/gtext.c,cmd/lefty/exec.h,cmd/lefty/ws/gtk/gcommon.h,cmd/lefty/exec.c,cmd/lefty/ws/none/gview.c,cmd/lefty/ws/gtk/gcommon.c,cmd/lefty/ws/x11/libfilereq/SFinternal.h,cmd/lefty/ws/mswin32/garray.c,cmd/lefty/ws/none/gcanvas.c,cmd/lefty/ws/none/garray.c,cmd/lefty/dot2l/dot2l.c,cmd/lefty/ws/gtk/gquery.c,cmd/lefty/dot2l/dot2l.h,cmd/lefty/common.h,cmd/lefty/aix_mods/common.h,cmd/lefty/common.c,cmd/lefty/ws/x11/libfilereq/xstat.h,cmd/lefty/ws/none/gquery.c,cmd/lefty/internal.c,cmd/lefty/txtview.c,cmd/lefty/ws/x11/libfilereq/SelFile.c,cmd/lefty/internal.h,cmd/lefty/txtview.h,cmd/lefty/ws/none/glabel.c,cmd/lefty/ws/none/gpcanvas.c,cmd/lefty/cs2l/cs2l.c,cmd/lefty/display.h,cmd/lefty/ws/mswin32/gbutton.c,cmd/lefty/cs2l/cs2l.h,cmd/lefty/ws/x11/gbutton.c,cmd/lefty/display.c,cmd/lefty/ws/none/gscroll.c,cmd/lefty/ws/x11/libfilereq/Draw.c,cmd/lefty/ws/x11/gscroll.c,cmd/lefty/str.c,cmd/lefty/ws/mswin32/gscroll.c,cmd/lefty/lex.h,cmd/lefty/str.h,cmd/lefty/lex.c,cmd/lefty/ws/mswin32/glabel.c}","## Steps to reproduce

./configure ...
make
make install ...

## Expected Behaviour

Now that lefty is disabled by default, lefty should not be compiled and none of its associated files shoule be installed.

## Actual Behaviour

During ./configure:
```
  lefty:         
```
After installation, as compared to my 2.46.0 that had lefty enabled, I now have
* bin/lefty -- not installed
* share/graphviz/lefty/ -- fewer files but still some
* pdf/leftyfguide.pdf -- still installed
* share/man/man1/lefty.1 -- still installed

## OS Version

OS X 10.13

## Graphviz Version

2.49.3

## Additional info

It looks like cmd/lefty/Makefile.am does an incomplete job of wrapping its pieces with ```WITH_LEFTY```. Would it be easier to apply that control to a ```SUBDIRS+=lefty``` in cmd/Makefile.am rather than within the deeper levels?

The leftyguide comes from doc/Makefile.am, where there is no ```WITH_LEFTY``` control."
1740,"7.0.3","{lib/edgepaint/lab_gamut.c,lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.c,lib/edgepaint/lab_gamut.h}","Add the following notes to the Winbuild page:
http://www.graphviz.org/doc/winbuild.html

1. Windows SDK 8.1 should be installed in Visual Studio 2019:
  - https://stackoverflow.com/questions/43704734/how-to-fix-the-error-windows-sdk-version-8-1-was-not-found
  - https://developer.microsoft.com/en-us/windows/downloads/sdk-archive/

2. MSVC v140 should be added
  - https://stackoverflow.com/questions/33154696/msbuild-error-the-builds-tools-for-v140-platform-toolset-v140-cannot-be-f"
2058,"2.48.0","{lib/ortho/ortho.h}","{lib/ortho/ortho.h}","I thought I'd split off a new issue from #2057 to have a longer term discussion of what is the right way to handle symbol visibility. The remainder of this description is going to assume you have read the following:
* #205
* !1760
* #1940
* https://forum.graphviz.org/t/use-dllimport-dllexport-and-or-a-def-file-on-windows/620
* https://docs.microsoft.com/en-us/cpp/cpp/declspec?view=msvc-160
* https://docs.microsoft.com/en-us/cpp/build/exporting-from-a-dll-using-declspec-dllexport?view=msvc-160
* https://docs.microsoft.com/en-us/cpp/build/exporting-from-a-dll-using-def-files?view=msvc-160
* https://gcc.gnu.org/wiki/Visibility

So Graphviz (or really any C/C++ app+lib project) needs to manage visibility wrt linkage that is *outside* the C and C++ standards. To reiterate and stress that last part, there is currently no way to control this kind of symbol visibility with ISO standardized mechanisms.¹ Here is the ideal state for the end user, using the GCC visibility terms:

| context | symbol | visibility |
|----|----|----|
| compiling libfoo | `bar`, a symbol only used internally in libfoo | internal |
| compiling libfoo | `baz`, a symbol that is part of libfoo’s API | default | 
| compiling foo, an app that links against libfoo | `baz` | hidden |
| compiling foo | a symbol from foo itself | hidden |

There are a number of ways to control symbol visibility:
1. Command line options, e.g. `-fvisibility…`
2. GNU attributes, `__attribute((visibility(…)))`
3. MSVC `__declspec`
4. MSVC defs file

(1) is not useful for controlling symbol-by-symbol visibility. (2) is understood by GCC and Clang, but not MSVC. (3) is understood by GCC and MSVC, but not Clang.² (4) is hard to keep in sync with the source.

So essentially I think what we want to aim for is something like the following in a library’s API header:

```c
#ifdef FOO_EXPORT
#ifdef _WIN32
#define FOO_API __declspec(dllexport)
#elif defined(__GNUC__)
#define FOO_API __attibute__((visibility(""default"")))
#else
#define FOO_API /* nothing; suboptimal build with everything visible */
#endif
#else
#ifdef _WIN32
#define FOO_API __declspec(dllimport)
#elif defined(__GNUC__)
#define FOO_API __attribute__((visibility(""hidden"")))
#else
#define FOO_API /* nothing; suboptimal build with everything visible */
#endif
#endif
```

where `FOO_EXPORT` is only defined when compiling the library itself. There are some additional complications for C++,³ but for the most part I think this is it. Please comment if you think we should be moving towards something different.

CC @magjac, @compnerd_

¹ Neither `extern` nor `static` is the droid we are looking for.

² However, in practice the GCC interpretation of this is not so useful as e.g. `__declspec(dllimport)` does *not* imply `extern` as it does under MSVC.

³ As https://gcc.gnu.org/wiki/Visibility discusses, things that need RTTI typically need to be visible across SOs."
2173,"7.0.4","{lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.h}","## Steps to reproduce
```
./autogen.sh
./configure --disable-shared --enable-static
make
```
## Expected Behaviour

No errors.

## Actual Behaviour

More than 2000 errors like:
```
C:\Users\magja\graphviz\cmd\dot/dot.c:112: undefined reference to `__imp_agbindrec'
```
## OS Version

MinGW on Windows 10. Both these versions:
* MINGW64_NT-10.0-21364 3.2.0-340.x86_64 x86_64
* MINGW64_NT-10.0-17763 3.3.3-341.x86_64 x86_64

## Graphviz Version

bdec223b95573c75c7f0895cf66ca29de3d9339c (2.50.1~dev.20220102.1736)

## Additional info

The reason for these problems is that the `GVDLL` symbol, which is set by `configure` for shared builds but unset for static builds, is not fully respected everywhere in the code base, causing storage-class attribute declarations to be applied also in static builds.

### Unsuccessful build
https://gitlab.com/magjac/graphviz/-/jobs/1936359407

### Successful build in a WIP branch
https://gitlab.com/magjac/graphviz/-/jobs/1935936272"
1836,"4.0.0","{plugin/poppler/gvloadimage_poppler.c,lib/ortho/ortho.h,plugin/gdk/gvdevice_gdk.c,lib/glcomp/opengl.h}","{plugin/poppler/gvloadimage_poppler.c,lib/ortho/ortho.h,plugin/gdk/gvdevice_gdk.c}","The missing tools are:
* circo
* cluster
* diffimg
* dot2gxl
* dot_builtins
* dotty
* edgepaint
* fdp
* gc
* gv2gml
* gv2gxl
* gvedit
* gvmap
* gvmap.sh
* gvpr
* gxl2dot
* lefty
* lneato
* mingle
* neato
* osage
* patchwork
* prune
* sfdp
* smyrna
* twopi
* vimdot

See also https://gitlab.com/graphviz/graphviz/-/issues/1753 which tracks the difference between CMake and MSBuild builds on Windows."
1843,"2.46.0","{}","{windows/getopt/getopt.h,windows/getopt/getopt.c}","## Steps to reproduce

E.g. `edgepaint -Q`

## Expected Behaviour

An error message and exit with non-zero status.

## Actual Behaviour

`option -Q unrecognized - ignored`

The edgepaint program still runs and waits for input from stdin. If some garbage is entered, it (correctly) prints an error message:

```
yada yada
Error: <stdin>: syntax error in line 1 near 'yada'
```
This was just to shown the program is still running.

## OS Version

All OSs, but this was tested on Ubuntu 18.04.

## Graphviz Version

dot - graphviz version 2.44.2~dev.20200928.0851 (20200928.0851)

Built from master at 3dd185241646d10149c86899f3a99beb51fce5d9 with local modifications.

## Additional info

Similar behavior is shown by:
* bcomps
* ccomps
* cluster
* edgepaint
* gc
* gvcolor
* gvmap
* gvmap.sh
* gvpack
* nop
* sccmap
* tred"
1785,"7.0.2","{lib/circogen/circpos.h,cmd/gvmap/country_graph_coloring.h,cmd/smyrna/viewportcamera.h,lib/sfdpgen/sfdpinternal.h,lib/dotgen/dot.h,lib/neatogen/overlap.h,lib/neatogen/voronoi.h,lib/neatogen/closest.h,lib/ast/strcopy.c,lib/edgepaint/lab_gamut.c,lib/circogen/block.c,lib/neatogen/overlap.c,lib/circogen/blockpath.h,lib/circogen/block.h,lib/neatogen/pca.h,lib/circogen/blocktree.h,lib/fdpgen/comp.h}","{lib/circogen/circpos.h,cmd/gvmap/country_graph_coloring.h,cmd/smyrna/viewportcamera.h,lib/sfdpgen/sfdpinternal.h,lib/dotgen/dot.h,lib/neatogen/overlap.h,lib/neatogen/voronoi.h,lib/neatogen/closest.h,lib/ast/strcopy.c,lib/edgepaint/lab_gamut.c,lib/circogen/block.c,lib/neatogen/overlap.c,lib/circogen/blockpath.h,lib/neatogen/pca.h,lib/circogen/block.h,lib/circogen/blocktree.h,lib/fdpgen/comp.h}","[I'm the libc++ maintainer]

I was trying to build Graphviz using the latest version of libc++ (the C++ Standard Library shipped with the Clang compiler, and used on Apple platforms), and I noticed the following error:

```
In file included from <graphviz>/blocks.cpp:22:
In file included from <graphviz>/blocks.h:32:
In file included from <toolchain>/usr/bin/include/c++/v1/set:427:
In file included from <toolchain>/usr/bin/include/c++/v1/__tree:17:
In file included from <toolchain>/usr/bin/include/c++/v1/algorithm:644:
In file included from <toolchain>/usr/bin/include/c++/v1/functional:512:
In file included from <graphviz>/Block.h:26:
In file included from <toolchain>/usr/bin/include/c++/v1/vector:274:
<toolchain>/usr/include/c++/v1/__bit_reference:172:38: error: no member named 'min' in namespace 'std::__1'
```

The issue is that we `#include <Block.h>` from <functional>, however Graphviz contains a block.h header (which is the same as Block.h on a case insensitive FS), and they collide. This triggers some circular dependency issue in libc++, which causes the build to fail. The root cause of the issue is that by including `<Block.h>` in libc++, we're potentially conflicting with a user-provided `<Block.h>` header. It would be better if `<Block.h>` were somehow namespaced, so that we know for sure we're not including a user provided header, however that's not the reality we live in.

I suggest fixing Graphviz in one of two ways:

1. Rename your `block.h` header to something else, or
2. Avoid adding `<graphviz>/lib/vpsc` to the include paths of the compiler. Instead, add `<graphviz>/lib` and then include `<vpsc/block.h>` from your code. This will effectively namespace the block.h header from your side, making sure that we don't find it when we include `<Block.h>` from libc++.

I acknowledge this is an annoying issue and I wish we had a better way of solving it from our side in libc++, however I can't think of a good solution from our side."
